GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
443994563,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,6,1,6,-3.63036303630363,1,United Kingdom,UK,UK,54.0,-2.0,UK,0,,,,,,,1,United Kingdom,UK,UK,54.0,-2.0,UK,20150626,http://www.livemint.com/Politics/FJWn0QiClav0gFTa27eKwK/Pressure-mounts-on-Vasundhara-Raje-to-resign.html
454805124,20150804,201508,2015,2015.5863,INDLEG,DELHI,IND,,,,,LEG,,,AGR,FARMER,,,,,,AGR,,,0,051,051,05,1,3.4,4,1,4,-2.68817204301075,4,"Sirsi, Madhya Pradesh, India",IN,IN35,23.5333,75.1333,-2111561,4,"Sirsi, Madhya Pradesh, India",IN,IN35,23.5333,75.1333,-2111561,4,"Sirsi, Madhya Pradesh, India",IN,IN35,23.5333,75.1333,-2111561,20150804,http://www.thehindu.com/news/national/karnataka/jatha-to-instil-confidence-among-farmers-flagged-off-in-ballari/article7497797.ece
454948969,20150804,201508,2015,2015.5863,INDLEG,UTTARAKHAND,IND,,,,,LEG,,,LEG,PARLIAMENT,,,,,,LEG,,,1,051,051,05,1,3.4,20,2,20,-5.01930501930501,0,,,,,,,0,,,,,,,0,,,,,,,20150804,http://www.sify.com/news/revoke-suspension-of-party-mps-pcc-to-centre-news-national-piesajfjbaidi.html
447982392,20150710,201507,2015,2015.5205,INDLEG,BIHAR,IND,,,,,LEG,,,LEG,CONGRESS,,,,,,LEG,,,1,051,051,05,1,3.4,30,5,30,2.89280547800048,0,,,,,,,0,,,,,,,0,,,,,,,20150710,http://www.newkerala.com/news/2015/fullnews-86905.html
452876362,20150728,201507,2015,2015.5699,INDLEG,KARNATAKA,IND,,,,,LEG,,,GOV,RULER,,,,,,GOV,,,1,051,051,05,1,3.4,2,1,2,5.36585365853659,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,20150728,http://currentaffairs.gktoday.in/fkcci-completed-100-years-service-07201524876.html
445566747,20150702,201507,2015,2015.4986,INDLEG,MUMBAI,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,0,051,051,05,1,3.4,23,9,21,-1.73874742087419,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150702,http://www.newkerala.com/news/2015/fullnews-82684.html
443656816,20150625,201506,2015,2015.4795,INDLEG,MADHYA PRADESH,IND,,,,,LEG,,,JUD,JUDICIARY,,,,,,JUD,,,1,051,051,05,1,3.4,2,1,2,0.0,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,23.5,78.5,-2103026,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,23.5,78.5,-2103026,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,23.5,78.5,-2103026,20150625,http://www.nyoooz.com/bhopal/135220/mp-cong-expresses-solidarity-with-expm
460049885,20150822,201508,2015,2015.6356,INDLEG,KERALA,IND,,,,,LEG,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,051,051,05,1,3.4,10,1,10,-2.19178082191781,0,,,,,,,0,,,,,,,0,,,,,,,20150822,http://www.newindianexpress.com/states/kerala/CM-Encouraging-Polarisation-in-State-Balakrishna-Pillai/2015/08/23/article2988699.ece
451303110,20150722,201507,2015,2015.5534,INDLEG,KARNATAKA,IND,,,,,LEG,,,GOV,TOURISM MINIST,,,,,,GOV,,,1,053,053,05,1,3.8,40,3,30,-1.85950162568518,0,,,,,,,0,,,,,,,0,,,,,,,20150722,http://www.business-standard.com/article/pti-stories/speaker-rejects-breach-of-privilege-notice-against-deshpande-115072201108_1.html
447968500,20150710,201507,2015,2015.5205,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,1.85873605947956,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,0,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,20150710,http://theindianawaaz.com/top-awaaz/bihar-council-polls-bjp-led-nda-wins-12-seats/
443932718,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,051,051,05,1,3.4,2,1,2,-2.7491408934708,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150626,http://www.dnaindia.com/india/report-defiant-vasundhara-raje-and-opposition-attack-put-bjp-in-a-fix-2098927
443994565,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GBR,UNITED KINGDOM,GBR,,,,,,,,1,057,057,05,1,8.0,4,1,4,-3.63036303630363,1,United Kingdom,UK,UK,54.0,-2.0,UK,1,United Kingdom,UK,UK,54.0,-2.0,UK,1,United Kingdom,UK,UK,54.0,-2.0,UK,20150626,http://www.livemint.com/Politics/FJWn0QiClav0gFTa27eKwK/Pressure-mounts-on-Vasundhara-Raje-to-resign.html
459809630,20150821,201508,2015,2015.6329,INDLEG,TAMIL NADU,IND,,,,,LEG,,,GOV,RULER,,,,,,GOV,,,1,050,050,05,1,3.5,1,1,1,2.710027100271,4,"Madras, Tamil Nadu, India",IN,IN25,13.0833,80.2833,-2103041,4,"Madras, Tamil Nadu, India",IN,IN25,13.0833,80.2833,-2103041,4,"Chennai, Tamil Nadu, India",IN,IN25,13.0833,80.2833,-2103041,20150821,http://www.deccanherald.com/content/496576/celebrations-chennai-turns-376-today.html
447968499,20150710,201507,2015,2015.5205,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,3,2,3,1.54129208531641,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,0,,,,,,,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150710,https://in.news.yahoo.com/only-bjp-welfare-backward-classes-amit-shah-153321005.html
461923188,20150829,201508,2015,2015.6548,INDLEG,ASSAM,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,20,2,20,1.26262626262626,0,,,,,,,0,,,,,,,0,,,,,,,20150829,http://www.thehansindia.com/posts/index/2015-08-29/Assam-rebel-Congress-leader-Himanta-Biswa-Sarma-joins-BJP-173218
458708357,20150818,201508,2015,2015.6247,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,4,1,4,0.56179775280899,4,"Telangana, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,0,,,,,,,4,"Telangana, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,20150818,http://andhranews.net/State/2015/Andhra-Pradesh-News-Headlines-August-18-1166.htm
447632384,20150709,201507,2015,2015.5178,INDLEG,KERALA,IND,,,,,LEG,,,OPP,THE OPPOSITION,,,,,,OPP,,,1,051,051,05,1,3.4,5,1,5,-1.03626943005181,0,,,,,,,0,,,,,,,0,,,,,,,20150709,http://english.manoramaonline.com/news/just-in/pc-george-to-back-ldf-in-local-body-polls.html
443932719,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,051,051,05,1,3.4,2,1,2,-2.7491408934708,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20150626,http://www.dnaindia.com/india/report-defiant-vasundhara-raje-and-opposition-attack-put-bjp-in-a-fix-2098927
443932723,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GOVLEG,PRESIDENT,,,,,,GOV,LEG,,0,051,051,05,1,3.4,6,1,6,-2.7491408934708,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20150626,http://www.dnaindia.com/india/report-defiant-vasundhara-raje-and-opposition-attack-put-bjp-in-a-fix-2098927
461578828,20150827,201508,2015,2015.6493,INDLEG,MANIPUR,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,2,1,2,2.75229357798165,4,"Manipur, Uttar Pradesh, India",IN,IN36,27.0529,79.3583,10452605,0,,,,,,,4,"Manipur, Uttar Pradesh, India",IN,IN36,27.0529,79.3583,10452605,20150827,http://www.thesangaiexpress.com/page/items/55711/house-session-on-aug-28-31-bac-endorses-cabinet-decision
454499189,20150803,201508,2015,2015.5836,INDLEG,DELHI,IND,,,,,LEG,,,LEG,CONGRESS,,,,,,LEG,,,1,051,051,05,1,3.4,2,1,2,-3.15186246418338,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150803,http://www.thestatesman.com/news/delhi/congress-takes-on-aap-for-not-constituting-lokpal/79800.html
459039981,20150819,201508,2015,2015.6274,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,EDU,STUDENT,,,,,,EDU,,,1,051,051,05,1,3.4,4,1,4,-8.94941634241242,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150819,http://economictimes.indiatimes.com/news/politics-and-nation/congress-comes-out-in-support-of-ftii-students/articleshow/48540989.cms
463060257,20150902,201509,2015,2015.663,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,057,057,05,1,8.0,4,1,4,-3.06122448979592,4,"Telangana, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,4,"Telangana, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,4,"Telangana, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,20150902,http://timesofindia.indiatimes.com/andhra-pradesh/Assembly-passes-resolution-seeking-spl-status-for-AP/articleshow/48772083.cms
460471073,20150824,201508,2015,2015.6411,INDLEG,DELHI,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,2,1,2,1.32075471698113,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150824,http://www.internationalpolicydigest.org/2014/06/02/end-aam-admi-party/
447917673,20150710,201507,2015,2015.5205,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,80,7,70,3.29688437730755,0,,,,,,,0,,,,,,,0,,,,,,,20150710,http://www.business-standard.com/article/news-ians/nda-wins-13-seats-in-bihar-legislative-council-polls-115071000835_1.html
459106353,20150819,201508,2015,2015.6274,INDLEG,MIZORAM,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,-1.37659783677483,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,5,"Mizo, Mizoram, India",IN,IN31,23.0,93.0,-2104612,20150819,http://indianexpress.com/article/india/india-others/mizoram-congress-leaders-defend-lal-thanzara-praise-his-decision-to-resign-as-mos-mla/
459218113,20150819,201508,2015,2015.6274,INDLEG,MUMBAI,IND,,,,,LEG,,,CVL,SLUM DWELLER,,,,,,CVL,,,0,051,051,05,1,3.4,2,1,2,-0.4739336492891,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150819,http://indianexpress.com/article/cities/mumbai/municipal-elections-political-parties-out-to-woo-slum-dwellers/
465654384,20150910,201509,2015,2015.6849,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,1,1,1,-0.58616647127785,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,0,,,,,,,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150910,http://www.thenational.ae/world/south-asia/indias-modi-faces-tough-elections-challenge-in-bihar-next-month
448418085,20150712,201507,2015,2015.526,INDLEG,SIKKIM,IND,,,,,LEG,,,REL,MONASTERY,,,,,,,,,0,057,057,05,1,8.0,6,1,6,-2.85714285714286,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,20150712,http://www.hindustantimes.com/himachalpradesh/support-for-beleaguered-karmapa-pours-in-from-all-quarters/article1-1368493.aspx
452737722,20150727,201507,2015,2015.5671,INDLEG,NAGALAND,IND,,,,,LEG,,,nag,NAGA,,,nag,,,,,,1,057,057,05,1,8.0,30,2,20,1.28538595984201,0,,,,,,,0,,,,,,,0,,,,,,,20150727,http://www.business-standard.com/article/pti-stories/nagaland-assembly-adopts-resolution-on-naga-political-issue-115072800026_1.html
453278622,20150729,201507,2015,2015.5726,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,050,050,05,1,3.5,10,1,10,-0.769230769230771,0,,,,,,,0,,,,,,,0,,,,,,,20150729,http://www.sakshipost.com/index.php/news/politics/60590-kvp-slams-removal-of-ysr-s-photo-from-assembly-lobby.html
444650321,20150629,201506,2015,2015.4904,INDLEG,BOMBAY,IND,,,,,LEG,,,TWN,TAIPEI,TWN,,,,,,,,1,057,057,05,1,8.0,4,1,4,1.22950819672131,4,"Bombay, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,25.0478,121.532,-2637882,4,"Bombay, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150629,http://knnindia.co.in/global/taiwanese-delegation-to-visit-india-next-week-to-develop-business-partnership/33-9487.go?myuri=/global/taiwanese-delegation-to-visit-india-next-week-to-develop-business-partnership/33-9487.go
459106354,20150819,201508,2015,2015.6274,INDLEG,MIZORAM,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,3,1,3,-1.37659783677483,5,"Mizo, Mizoram, India",IN,IN31,23.0,93.0,-2104612,0,,,,,,,5,"Mizo, Mizoram, India",IN,IN31,23.0,93.0,-2104612,20150819,http://indianexpress.com/article/india/india-others/mizoram-congress-leaders-defend-lal-thanzara-praise-his-decision-to-resign-as-mos-mla/
447988097,20150710,201507,2015,2015.5205,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,1.78571428571428,4,"Beur, Karnataka, India",IN,IN19,16.2,75.8833,-2091125,0,,,,,,,4,"Beur, Karnataka, India",IN,IN19,16.2,75.8833,-2091125,20150710,http://www.odishanewsinsight.com/national/bihar-legislative-council-polls-bjp-wins-14-out-of-24-seats/
466140958,20150912,201509,2015,2015.6904,INDLEG,MUMBAI,IND,,,,,LEG,,,JUD,JUDICIARY,,,,,,JUD,,,0,051,051,05,1,3.4,1,1,1,-8.61538461538461,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150912,http://publicnewssubmit.com/ex-mumbai-police-chief-welcomes-train-blasts-case-verdict/
452911132,20150728,201507,2015,2015.5699,INDLEG,NAGALAND,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,057,057,05,1,8.0,2,1,2,-1.05263157894737,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,20150728,http://www.northeasttoday.in/nagaland-assembly-adopts-resolution-on-naga-issue/
452929669,20150728,201507,2015,2015.5699,INDLEG,NAGALAND,IND,,,,,LEG,,,nag,NAGA,,,nag,,,,,,1,057,057,05,1,8.0,20,2,20,2.31954301540592,0,,,,,,,0,,,,,,,0,,,,,,,20150728,http://www.thestatesman.com/news/northeast/nagaland-assembly-adopts-resolution-on-naga-political-issue/78526.html
466241920,20150912,201509,2015,2015.6904,INDLEG,DELHI,IND,,,,,LEG,,,AGR,FARMER,,,,,,AGR,,,1,051,051,05,1,3.4,1,1,1,-2.53807106598985,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150912,http://www.oneindia.com/india/delhi-congress-hails-sonia-rahul-for-protecting-farmers-interest-1867627.html
448418083,20150712,201507,2015,2015.526,INDLEG,SIKKIM,IND,,,,,LEG,,,REL,MONASTERY,,,,,,,,,0,057,057,05,1,8.0,3,1,3,-2.85714285714286,4,"Dharamsala, Himachal Pradesh, India",IN,IN11,32.2167,76.3167,-2094696,4,"Dharamsala, Himachal Pradesh, India",IN,IN11,32.2167,76.3167,-2094696,4,"Dharamsala, Himachal Pradesh, India",IN,IN11,32.2167,76.3167,-2094696,20150712,http://www.hindustantimes.com/himachalpradesh/support-for-beleaguered-karmapa-pours-in-from-all-quarters/article1-1368493.aspx
462847889,20150901,201509,2015,2015.6603,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,50,5,50,0.563461346457668,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150901,http://www.business-standard.com/article/pti-stories/ysrc-chief-jagan-to-sit-on-indefinite-fast-for-ap-spl-status-115090101534_1.html
462847890,20150901,201509,2015,2015.6603,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,10,1,10,0.44576523031204,4,"Guntur, Andhra Pradesh, India",IN,IN02,16.3,80.45,-2096871,0,,,,,,,4,"Guntur, Andhra Pradesh, India",IN,IN02,16.3,80.45,-2096871,20150901,http://www.business-standard.com/article/pti-stories/ysrc-chief-jagan-to-sit-on-indefinite-fast-for-ap-spl-status-115090101534_1.html
459106352,20150819,201508,2015,2015.6274,INDLEG,MIZORAM,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,-1.37659783677483,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150819,http://indianexpress.com/article/india/india-others/mizoram-congress-leaders-defend-lal-thanzara-praise-his-decision-to-resign-as-mos-mla/
458708356,20150818,201508,2015,2015.6247,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,4,1,4,0.56179775280899,4,"Bapatla, Andhra Pradesh, India",IN,IN02,15.9,80.4667,-2090324,0,,,,,,,4,"Telangana, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,20150818,http://andhranews.net/State/2015/Andhra-Pradesh-News-Headlines-August-18-1166.htm
466210421,20150912,201509,2015,2015.6904,INDLEG,AHMEDABAD,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,1,1,1,-3.89863547758284,4,"Ahmedabad, Gujarat, India",IN,IN09,23.0333,72.6167,-2088270,0,,,,,,,4,"Ahmedabad, Gujarat, India",IN,IN09,23.0333,72.6167,-2088270,20150912,http://www.dnaindia.com/india/report-obc-group-to-take-out-rally-against-hardik-patels-quota-demand-2124638
466241919,20150912,201509,2015,2015.6904,INDLEG,DELHI,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,-2.53807106598985,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150912,http://www.oneindia.com/india/delhi-congress-hails-sonia-rahul-for-protecting-farmers-interest-1867627.html
461568661,20150827,201508,2015,2015.6493,INDLEG,NAGALAND,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,2,1,2,4.01459854014598,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,0,,,,,,,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,20150827,http://morungexpress.com/nlf-to-initiate-public-discussion/
443932720,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GBR,UNITED KINGDOM,GBR,,,,,,,,0,051,051,05,1,3.4,6,1,6,-2.7491408934708,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20150626,http://www.dnaindia.com/india/report-defiant-vasundhara-raje-and-opposition-attack-put-bjp-in-a-fix-2098927
455518082,20150806,201508,2015,2015.5918,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,IND,MAHARASHTRA,IND,,,,,,,,1,051,051,05,1,3.4,6,1,6,-1.93548387096774,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150806,http://www.nagpurtoday.in/bawankule-safelkar-bitterness-resolved-shake-hands/08060956
443656815,20150625,201506,2015,2015.4795,INDLEG,MADHYA PRADESH,IND,,,,,LEG,,,INDGOVELI,MANMOHAN SINGH,IND,,,,,GOV,ELI,,1,051,051,05,1,3.4,2,1,2,0.0,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,23.5,78.5,-2103026,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,23.5,78.5,-2103026,5,"Madhya Pradesh, Madhya Pradesh, India",IN,IN35,23.5,78.5,-2103026,20150625,http://www.nyoooz.com/bhopal/135220/mp-cong-expresses-solidarity-with-expm
455796491,20150807,201508,2015,2015.5945,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GOVLEG,PRESIDENT,,,,,,GOV,LEG,,1,051,051,05,1,3.4,10,1,10,0.72463768115942,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,5,"Uttar Pradesh, Uttar Pradesh, India",IN,IN36,27.25,80.75,-2113996,20150807,http://indiatoday.intoday.in/story/the-universe-of-rahul-gandhi/1/456838.html
462948857,20150902,201509,2015,2015.663,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,10,1,10,0.78125,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150902,http://www.thestatesman.com/news/india/ysrc-chief-jagan-to-sit-on-indefinite-fast-for-ap-spl-status/86939.html
