GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
420703782,20150327,201503,2015,2015.2384,INDLEG,KERALA,IND,,,,,LEG,,,IND,THIRUVANANTHAPURAM,IND,,,,,,,,1,057,057,05,1,8.0,2,1,2,-1.08695652173913,0,,IN,IN13,10.0,76.5,-2100307,4,"Thiruvananthapuram, Kerala, India",IN,IN13,8.50694,76.9569,-2113457,0,,IN,IN13,10.0,76.5,-2100307,20150327,http://www.prokerala.com/news/articles/a539128.html
428959480,20150428,201504,2015,2015.3233,INDLEG,MUMBAI,IND,,,,,LEG,,,CVL,RESIDENTS,,,,,,CVL,,,1,055,055,05,1,7.0,2,1,2,-4.34782608695652,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150428,http://www.dnaindia.com/mumbai/report-cm-devendra-fadnavis-should-apologise-to-citizens-for-cheating-them-sanjay-nirupam-2081287
417144338,20150315,201503,2015,2015.2055,INDLEG,RAJASTHAN,IND,,,,,LEG,,,INDGOVELI,MANMOHAN SINGH,IND,,,,,GOV,ELI,,1,051,051,05,1,3.4,10,1,10,0.0,0,,,,,,,0,,,,,,,0,,,,,,,20150315,http://www.deccanherald.com/content/465670/manmohan-gets-support-rthan-congress.html
414314263,20150304,201503,2015,2015.1753,INDLEG,UTTAR PRADESH,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,0,051,051,05,1,3.4,10,1,10,-0.63829787234042,0,,,,,,,0,,,,,,,0,,,,,,,20150304,http://www.hindustantimes.com/india-news/worried-over-anti-farmer-tag-bjp-leaders-flag-land-bill-concerns-to-pm/article1-1323208.aspx
414361077,20150305,201503,2015,2015.1781,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,051,051,05,1,3.4,5,1,5,0.45045045045045,4,"Nagpur, Maharashtra, India",IN,IN16,21.15,79.1,-2105396,4,"Nagpur, Maharashtra, India",IN,IN16,21.15,79.1,-2105396,4,"Nagpur, Maharashtra, India",IN,IN16,21.15,79.1,-2105396,20150305,http://www.dnaindia.com/mumbai/report-maharashtra-government-to-frame-new-policy-for-affordable-housing-2066205
440579384,20150612,201506,2015,2015.4438,INDLEG,BIHAR,IND,,,,,LEG,,,LEG,CONGRESS,,,,,,LEG,,,1,050,050,05,1,3.5,20,1,20,0.76142131979696,0,,,,,,,0,,,,,,,0,,,,,,,20150612,http://dc.asianage.com/india/brahmins-dalits-muslims-key-congress-059
410492988,20150219,201502,2015,2015.1342,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,90,1,90,-1.36375041841942,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,0,,,,,,,4,"Kolkata, West Bengal, India",IN,IN28,22.5697,88.3697,-2092511,20150219,http://www.firstpost.com/politics/bihar-live-bjp-mlas-offer-support-to-manjhi-nitish-apologises-for-resigning-as-cm-2086009.html
425652911,20150415,201504,2015,2015.2877,INDLEG,KERALA,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,0,051,051,05,1,3.4,1,1,1,0.60459492140266,0,,IN,IN13,10.0,76.5,-2100307,0,,IN,IN13,10.0,76.5,-2100307,0,,IN,IN13,10.0,76.5,-2100307,20150415,http://www.thehindu.com/specials/timelines/the-janata-experiment/article7105966.ece
416549585,20150312,201503,2015,2015.1973,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,GOV,GOVERNOR,,,,,,GOV,,,1,051,051,05,1,3.4,18,2,18,-2.91588233122947,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150312,http://www.business-standard.com/article/pti-stories/ncp-calls-motion-of-thanks-unconstitutional-as-sena-absent-115031201360_1.html
410326798,20150218,201502,2015,2015.1315,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,6,1,6,-1.38335987261147,4,"Masaurhi, Bihar, India",IN,IN34,25.35,85.0333,-2104147,0,,,,,,,4,"Masaurhi, Bihar, India",IN,IN34,25.35,85.0333,-2104147,20150218,http://www.firstpost.com/politics/bihar-live-congress-supports-nitish-but-will-bjp-support-manjhi-2086009.html
416052584,20150311,201503,2015,2015.1945,INDLEG,DELHI,IND,,,,,LEG,,,LEG,CONGRESS,,,,,,LEG,,,0,051,051,05,1,3.4,1,1,1,2.15827338129497,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150311,http://asia.nikkei.com/Politics-Economy/Policy-Politics/Can-Indias-prince-lead-INC-revival
410492989,20150219,201502,2015,2015.1342,INDLEG,BIHAR,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,30,1,30,-1.36375041841942,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150219,http://www.firstpost.com/politics/bihar-live-bjp-mlas-offer-support-to-manjhi-nitish-apologises-for-resigning-as-cm-2086009.html
412936104,20150227,201502,2015,2015.1562,INDGOVLEG,PRATIBHA DEVISINGH PATIL,IND,,,,,GOV,LEG,,GOV,PRESIDENT,,,,,,GOV,,,0,051,051,05,1,3.4,10,1,10,-0.1085776330076,4,"Shiv, Rajasthan, India",IN,IN24,26.1833,71.25,-2111141,4,"Shiv, Rajasthan, India",IN,IN24,26.1833,71.25,-2111141,4,"Shiv, Rajasthan, India",IN,IN24,26.1833,71.25,-2111141,20150227,http://www.business-standard.com/article/opinion/aditi-phadnis-consensus-building-and-why-it-counts-115022701340_1.html
437719739,20150601,201506,2015,2015.4137,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,IND,ANDHRA PRADESH,IND,,,,,,,,1,057,057,05,1,8.0,2,1,2,-1.93050193050193,4,"Andhra, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,4,"Andhra, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,4,"Andhra, Andhra Pradesh, India",IN,IN02,18.0,79.5,-2112824,20150601,http://www.livemint.com/Opinion/BBbF7rlyddroW3rNytWKlL/Andhras-partition-federalism-and-the-future.html
410499072,20150218,201502,2015,2015.1315,INDLEG,BIHAR,IND,,,,,LEG,,,IND,BIHAR,IND,,,,,,,,1,051,051,05,1,3.4,2,2,2,0.270430276496685,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,4,"Patna, Bihar, India",IN,IN34,25.6,85.1167,-2107500,20150219,http://www.ndtv.com/india-news/bihar-crisis-bjp-likely-to-support-chief-minister-jitan-ram-manjhi-during-trust-vote-say-sources-740726
336307915,20150211,201502,2015,2015.1123,INDLEG,NEW DELHI,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,50,46,50,4.70490490224727,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150211,http://www.myfoxal.com/story/28079931/once-scorned-new-delhi-election-victor-gets-2nd-chance
425981388,20150416,201504,2015,2015.2904,INDLEG,JAMMU AND KASHMIR,IND,,,,,LEG,,,kas,KASHMIRI,,,kas,,,,,,0,051,051,05,1,3.4,30,2,20,-0.90356321783212,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,1,Israel,IS,IS,31.5,34.75,IS,20150416,http://www.business-standard.com/article/pti-stories/bjp-s-kashmir-displaced-unit-slams-mufti-over-israel-remark-115041601368_1.html
335552774,20150206,201502,2015,2015.0986,INDLEG,DELHI,IND,,,,,LEG,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,051,051,05,1,3.4,4,2,4,3.47826086956522,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150206,http://www.bbc.com/news/world-asia-india-19796991
426116444,20150417,201504,2015,2015.2932,INDLEG,MUMBAI,IND,,,,,LEG,,,PTY,PARTY LEADER,,,,,,,,,0,051,051,05,1,3.4,2,1,2,-1.12570356472795,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150417,http://www.mid-day.com/articles/congress-has-lost-not-narayan-rane-says-son-nitesh/16144158
413092144,20150228,201502,2015,2015.1589,INDGOVLEG,PRATIBHA DEVISINGH PATIL,IND,,,,,GOV,LEG,,GOV,PRESIDENT,,,,,,GOV,,,0,051,051,05,1,3.4,10,1,10,-0.731452455590389,4,"Shiv, Rajasthan, India",IN,IN24,26.1833,71.25,-2111141,4,"Shiv, Rajasthan, India",IN,IN24,26.1833,71.25,-2111141,4,"Shiv, Rajasthan, India",IN,IN24,26.1833,71.25,-2111141,20150228,http://www.rediff.com/news/report/mr-modi-sarcasm-and-humiliation-are-a-waste-of-time/20150228.htm
336123384,20150210,201502,2015,2015.1096,INDLEG,JHARKHAND,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,5,1,5,5.82706766917293,4,"Gumla, Chhattisgarh, India",IN,IN37,23.05,84.55,-2096816,0,,,,,,,4,"Gumla, Chhattisgarh, India",IN,IN37,23.05,84.55,-2096816,20150210,http://timesofindia.indiatimes.com/City/Ranchi/Delhi-sweep-boosts-AAP-morale-in-state/articleshow/46192696.cms
430166616,20150502,201505,2015,2015.3342,INDLEG,KERALA,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,2,1,2,1.57215047725996,4,"Palghat, Kerala, India",IN,IN13,10.7725,76.6514,-2106856,0,,,,,,,5,"Tripura, Tripura, India",IN,IN26,24.0,92.0,-2113451,20150502,http://www.mainstreamweekly.net/article5644.html
336307916,20150211,201502,2015,2015.1123,INDLEG,JHARKHAND,IND,,,,,LEG,,,,,,,,,,,,,0,051,051,05,1,3.4,5,1,5,5.89318600368324,4,"Gumla, Chhattisgarh, India",IN,IN37,23.05,84.55,-2096816,0,,,,,,,4,"Gumla, Chhattisgarh, India",IN,IN37,23.05,84.55,-2096816,20150211,http://www.nyoooz.com/news/ranchi/delhi-sweep-boosts-aap-morale-in-state/53312.html
419622286,20150324,201503,2015,2015.2301,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,050,050,05,1,3.5,10,1,10,-2.77777777777778,0,,,,,,,0,,,,,,,0,,,,,,,20150324,http://www.thehindubusinessline.com/news/states/ap-assembly-adjourned-twice-amidst-protests/article7027297.ece
433399860,20150515,201505,2015,2015.3699,INDLEG,DELHI,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,1,1,1,-1.3477088948787,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,0,,,,,,,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150515,http://www.asianage.com/delhi/delhi-congress-bjp-welcome-top-court-stay-192
337057152,20150216,201502,2015,2015.126,INDLEG,SIKKIM,IND,,,,,LEG,,,LEGLEG,LEGISLATURE,,,,,,LEG,LEG,,1,051,051,05,1,3.4,5,1,5,4.15400202634245,1,Pakistan,PK,PK,30.0,70.0,PK,1,Pakistan,PK,PK,30.0,70.0,PK,1,Pakistan,PK,PK,30.0,70.0,PK,20150216,http://www.dailykashmirimages.com/news-lessons-from-delhi-72901.aspx
425652913,20150415,201504,2015,2015.2877,INDLEG,KERALA,IND,,,,,LEG,,,LEG,CONGRESS,,,,,,LEG,,,0,051,051,05,1,3.4,1,1,1,0.60459492140266,0,,IN,IN13,10.0,76.5,-2100307,0,,IN,IN13,10.0,76.5,-2100307,0,,IN,IN13,10.0,76.5,-2100307,20150415,http://www.thehindu.com/specials/timelines/the-janata-experiment/article7105966.ece
412762681,20150227,201502,2015,2015.1562,INDLEG,JAMMU AND KASHMIR,IND,,,,,LEG,,,IND,JAMMU AND KASHMIR,IND,,,,,,,,0,051,051,05,1,3.4,4,2,4,-3.93096545463685,4,"Jammu, Jammu and Kashmir, India",IN,IN12,32.7333,74.8667,-2098228,4,"Jammu, Jammu and Kashmir, India",IN,IN12,32.7333,74.8667,-2098228,4,"Jammu, Jammu and Kashmir, India",IN,IN12,32.7333,74.8667,-2098228,20150227,http://www.ndtv.com/india-news/upas-land-law-defective-posed-threat-to-indias-security-says-finance-minister-arun-jaitley-742801
334844360,20150202,201502,2015,2015.0877,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,057,057,05,1,8.0,3,1,3,3.65296803652968,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150202,http://economictimes.indiatimes.com/wealth/real-estate/news/mumbais-low-cost-housing-project-a-non-starter/articleshow/46093411.cms
334461524,20150130,201501,2015,2015.0822,INDLEG,TAMIL NADU,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,20,2,20,4.58815282159131,0,,,,,,,0,,,,,,,0,,,,,,,20150130,http://zeenews.india.com/news/tamil-nadu/tamil-nadu-congress-chief-thanks-jayanthi-for-quitting_1539131.html
336815136,20150214,201502,2015,2015.1205,INDLEG,MANIPUR,IND,,,,,LEG,,,IND,MANIPUR,IND,,,,,,,,0,051,051,05,1,3.4,10,1,10,3.24825986078886,0,,,,,,,0,,,,,,,0,,,,,,,20150214,http://www.thesangaiexpress.com/page/items/48584/atsum-gso-wish
336921122,20150215,201502,2015,2015.1233,INDLEG,SIKKIM,IND,,,,,LEG,,,LEGLEG,LEGISLATURE,,,,,,LEG,LEG,,1,051,051,05,1,3.4,5,1,5,3.94866732477789,4,"Lahore, Punjab, Pakistan",PK,PK04,31.5497,74.3436,-2767043,4,"Lahore, Punjab, Pakistan",PK,PK04,31.5497,74.3436,-2767043,4,"Lahore, Punjab, Pakistan",PK,PK04,31.5497,74.3436,-2767043,20150215,http://www.dawn.com/news/1163853/lessons-from-delhi
433211914,20150514,201505,2015,2015.3671,INDLEG,TAMIL NADU,IND,,,,,LEG,,,JUD,HIGH COURT,,,,,,JUD,,,1,051,051,05,1,3.4,2,1,2,-1.64609053497942,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,20150514,http://timesofindia.indiatimes.com/India/Jaya-verdict-Congress-slams-BJPs-double-standard/articleshow/47283126.cms
335807219,20150208,201502,2015,2015.1041,INDLEG,BIHAR,IND,,,,,LEG,,,LEG,LEGISLATURE,,,,,,LEG,,,1,054,054,05,1,6.0,2,1,2,2.8436018957346,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150208,http://www.telegraphindia.com/1150209/jsp/bihar/story_2264.jsp
451568687,20150723,201507,2015,2015.5562,INDLEG,KARNATAKA,IND,,,,,LEG,,,GOV,TOURISM MINIST,,,,,,GOV,,,1,053,053,05,1,3.8,2,1,2,-1.86567164179105,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,5,"Karnataka, Karnataka, India",IN,IN19,13.5,76.0,-2099860,20150723,http://www.sahilonline.org/newsDetails.php?cid=2&nid=35220
452746434,20150727,201507,2015,2015.5671,INDLEG,NAGALAND,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,057,057,05,1,8.0,2,1,2,-0.862068965517239,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,5,"Nagaland, Nagaland, India",IN,IN20,26.0,94.25,-2105305,20150727,http://morungexpress.com/nla-adopts-resolution-on-naga-issue/
445956040,20150704,201507,2015,2015.5041,INDLEG,KERALA,IND,,,,,LEG,,,GOV,CHIEF MINISTER,,,,,,GOV,,,1,051,051,05,1,3.4,15,2,15,3.04789710582485,0,,,,,,,0,,,,,,,0,,,,,,,20150704,http://www.thehindu.com/news/cities/Thiruvananthapuram/postaruvikkara-win-udf-allies-rally-behind-chandy/article7385363.ece
448418084,20150712,201507,2015,2015.526,INDLEG,SIKKIM,IND,,,,,LEG,,,REL,MONASTERY,,,,,,,,,0,057,057,05,1,8.0,1,1,1,-2.85714285714286,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,4,"Dharamsala, Himachal Pradesh, India",IN,IN11,32.2167,76.3167,-2094696,5,"Himachal Pradesh, Himachal Pradesh, India",IN,IN11,31.9167,77.25,-2097441,20150712,http://www.hindustantimes.com/himachalpradesh/support-for-beleaguered-karmapa-pours-in-from-all-quarters/article1-1368493.aspx
443932721,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GOVLEG,PRESIDENT,,,,,,GOV,LEG,,0,051,051,05,1,3.4,2,1,2,-2.7491408934708,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150626,http://www.dnaindia.com/india/report-defiant-vasundhara-raje-and-opposition-attack-put-bjp-in-a-fix-2098927
463060256,20150902,201509,2015,2015.663,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,057,057,05,1,8.0,6,1,6,-3.06122448979592,4,"Polavaram, Andhra Pradesh, India",IN,IN02,17.25,81.6333,-2108145,4,"Polavaram, Andhra Pradesh, India",IN,IN02,17.25,81.6333,-2108145,4,"Polavaram, Andhra Pradesh, India",IN,IN02,17.25,81.6333,-2108145,20150902,http://timesofindia.indiatimes.com/andhra-pradesh/Assembly-passes-resolution-seeking-spl-status-for-AP/articleshow/48772083.cms
458404083,20150817,201508,2015,2015.6219,INDLEG,BIHAR,IND,,,,,LEG,,,INDGOV,NITISH KUMAR,IND,,,,,GOV,,,0,051,051,05,1,3.4,4,1,4,1.28466852252809,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150817,http://www.firstpost.com/politics/two-birds-with-one-stone-pm-modi-goes-to-abu-dhabi-mosque-with-an-eye-on-bihar-2395264.html
452480053,20150726,201507,2015,2015.5644,INDLEG,MANIPUR,IND,,,,,LEG,,,IND,MANIPUR,IND,,,,,,,,0,057,057,05,1,8.0,2,1,2,-0.59294396679514,4,"Manipur, Uttar Pradesh, India",IN,IN36,27.0529,79.3583,10452605,4,"Manipur, Uttar Pradesh, India",IN,IN36,27.0529,79.3583,10452605,4,"Manipur, Uttar Pradesh, India",IN,IN36,27.0529,79.3583,10452605,20150726,http://kanglaonline.com/2015/07/what-to-do-if-the-governor-refer-the-new-bill-on-ilp-to-the-president-of-india/
447968502,20150710,201507,2015,2015.5205,INDLEG,BIHAR,IND,,,,,LEG,,,LEG,CONGRESS,,,,,,LEG,,,1,051,051,05,1,3.4,3,2,3,1.54129208531641,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150710,https://in.news.yahoo.com/only-bjp-welfare-backward-classes-amit-shah-153321005.html
448101554,20150711,201507,2015,2015.5233,INDLEG,BIHAR,IND,,,,,LEG,,,LEG,LEGISLATIVE COUNCIL,,,,,,LEG,,,1,051,051,05,1,3.4,3,1,3,2.6369168356998,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150711,http://indiatoday.intoday.in/story/bjp-wins-seats-legislative-council-elections-shocker-to-nitish-kumar-and-lalu-prasad-yadav/1/450638.html
455518083,20150806,201508,2015,2015.5918,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,IND,MAHARASHTRA,IND,,,,,,,,1,051,051,05,1,3.4,4,1,4,-1.93548387096774,4,"Nagpur, Maharashtra, India",IN,IN16,21.15,79.1,-2105396,4,"Nagpur, Maharashtra, India",IN,IN16,21.15,79.1,-2105396,4,"Nagpur, Maharashtra, India",IN,IN16,21.15,79.1,-2105396,20150806,http://www.nagpurtoday.in/bawankule-safelkar-bitterness-resolved-shake-hands/08060956
458708355,20150818,201508,2015,2015.6247,INDLEG,ANDHRA PRADESH,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,12,1,12,0.56179775280899,4,"Bapatla, Andhra Pradesh, India",IN,IN02,15.9,80.4667,-2090324,0,,,,,,,4,"Bapatla, Andhra Pradesh, India",IN,IN02,15.9,80.4667,-2090324,20150818,http://andhranews.net/State/2015/Andhra-Pradesh-News-Headlines-August-18-1166.htm
466210422,20150912,201509,2015,2015.6904,INDLEG,AHMEDABAD,IND,,,,,LEG,,,IND,AHMEDABAD,IND,,,,,,,,0,051,051,05,1,3.4,1,1,1,-3.89863547758284,4,"Ahmedabad, Gujarat, India",IN,IN09,23.0333,72.6167,-2088270,4,"Ahmedabad, Gujarat, India",IN,IN09,23.0333,72.6167,-2088270,4,"Ahmedabad, Gujarat, India",IN,IN09,23.0333,72.6167,-2088270,20150912,http://www.dnaindia.com/india/report-obc-group-to-take-out-rally-against-hardik-patels-quota-demand-2124638
456798567,20150811,201508,2015,2015.6055,INDLEG,GUJARAT,IND,,,,,LEG,,,EDU,COLLEGE,,,,,,EDU,,,1,051,051,05,1,3.4,10,1,10,0.54644808743169,0,,,,,,,0,,,,,,,0,,,,,,,20150811,http://www.vishwagujarat.com/gujarat/commercialization-of-education-in-gujarat-congress/
450629322,20150720,201507,2015,2015.5479,INDLEG,GUJARAT,IND,,,,,LEG,,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,1.5748031496063,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,0,,,,,,,4,"New Delhi, Delhi, India",IN,IN07,28.6,77.2,-2106102,20150720,http://www.internationalpolicydigest.org/2014/10/11/understanding-bjp-s-success-india-s-2014-election/
443942369,20150626,201506,2015,2015.4822,INDLEG,MAHARASHTRA,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,051,051,05,1,3.4,5,1,5,-2.43161094224924,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150626,http://www.dnaindia.com/mumbai/report-more-sea-facing-apartments-in-state-soon-2098929
445763543,20150703,201507,2015,2015.5014,INDLEG,MUMBAI,IND,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,0,051,051,05,1,3.4,1,1,1,-2.0066889632107,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,4,"Mumbai, Maharashtra, India",IN,IN16,18.975,72.8258,-2092174,20150703,http://english.manoramaonline.com/news/politics/madrasa-derecognition-contradicts-pm-vision-congress.html
447700201,20150709,201507,2015,2015.5178,INDLEG,GUJARAT,IND,,,,,LEG,,,CHN,GUANGDONG,CHN,,,,,,,,1,057,057,05,1,8.0,10,1,10,2.25988700564972,4,"Gandhinagar, Gujarat, India",IN,IN09,23.2167,72.6833,-2095816,4,"Gandhinagar, Gujarat, India",IN,IN09,23.2167,72.6833,-2095816,4,"Gandhinagar, Gujarat, India",IN,IN09,23.2167,72.6833,-2095816,20150709,http://timesofindia.indiatimes.com/city/ahmedabad/Guangdong-mandarin-to-meet-Gujarat-CM/articleshow/48011163.cms
450334112,20150719,201507,2015,2015.5452,INDLEG,TAMIL NADU,IND,,,,,LEG,,,GOV,PRESIDENT,,,,,,GOV,,,1,051,051,05,1,3.4,10,1,10,-1.50943396226415,0,,,,,,,0,,,,,,,0,,,,,,,20150719,http://www.thehindu.com/news/national/tamil-nadu/honour-killings-on-the-rise-in-state-says-tncc-chief/article7439443.ece
454893857,20150804,201508,2015,2015.5863,INDLEG,NEW DELHI,IND,,,,,LEG,,,,,,,,,,,,,1,057,057,05,1,8.0,10,1,10,-3.17460317460318,0,,,,,,,0,,,,,,,0,,,,,,,20150804,http://www.netindia123.com/showdetails.asp?id=2653311&n_date=20150804&cat=India
465654385,20150910,201509,2015,2015.6849,INDLEG,BIHAR,IND,,,,,LEG,,,LEG,LEGISLATURE,,,,,,LEG,,,0,051,051,05,1,3.4,5,1,5,-0.58616647127785,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,4,"Bihar, Bihar, India",IN,IN34,25.1833,85.5167,-2091797,20150910,http://www.thenational.ae/world/south-asia/indias-modi-faces-tough-elections-challenge-in-bihar-next-month
443932722,20150626,201506,2015,2015.4822,INDLEG,RAJASTHAN,IND,,,,,LEG,,,GOVLEG,PRESIDENT,,,,,,GOV,LEG,,0,051,051,05,1,3.4,2,1,2,-2.7491408934708,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,4,"Delhi, Delhi, India",IN,IN07,28.6667,77.2167,-2094230,20150626,http://www.dnaindia.com/india/report-defiant-vasundhara-raje-and-opposition-attack-put-bjp-in-a-fix-2098927
